Date,Confirmed Cases,Date,Confirmed Deaths,Date,Prob and Suspected Cases,Date,Prob and Suspected Deaths,Date,Probable Cases,Date,Probable Deaths,Date,Suspected Cases
2015-05-29,3216.0,2015-05-29,2006.0,2015-05-29,3644.0,2015-05-29,2425.0,2015-05-29,419.0,2015-05-29,419.0,2015-05-29,9.0
2015-06-01,3220.0,2015-06-01,2009.0,2015-06-01,3653.0,2015-06-01,2428.0,2015-06-01,419.0,2015-06-01,419.0,2015-06-01,14.0
2015-06-02,3223.0,2015-06-02,2010.0,2015-06-02,3652.0,2015-06-02,2429.0,2015-06-02,419.0,2015-06-02,419.0,2015-06-02,10.0
2015-06-03,3223.0,2015-06-03,2010.0,2015-06-03,3652.0,2015-06-03,2429.0,2015-06-03,419.0,2015-06-03,419.0,2015-06-03,10.0
2015-06-04,3227.0,2015-06-04,2012.0,2015-06-04,3657.0,2015-06-04,2431.0,2015-06-04,419.0,2015-06-04,419.0,2015-06-04,11.0
2015-06-05,3228.0,2015-06-05,2012.0,2015-06-05,3664.0,2015-06-05,2431.0,2015-06-05,419.0,2015-06-05,419.0,2015-06-05,17.0
2015-06-08,3237.0,2015-06-08,2016.0,2015-06-08,3669.0,2015-06-08,2435.0,2015-06-08,419.0,2015-06-08,419.0,2015-06-08,13.0
2015-06-09,3239.0,2015-06-09,2018.0,2015-06-09,3670.0,2015-06-09,2437.0,2015-06-09,419.0,2015-06-09,419.0,2015-06-09,12.0
2015-06-10,3239.0,2015-06-10,2018.0,2015-06-10,3670.0,2015-06-10,2437.0,2015-06-10,419.0,2015-06-10,419.0,2015-06-10,12.0
2015-06-11,3243.0,2015-06-11,2021.0,2015-06-11,3674.0,2015-06-11,2440.0,2015-06-11,419.0,2015-06-11,419.0,2015-06-11,12.0
2015-06-12,3243.0,2015-06-12,2021.0,2015-06-12,3677.0,2015-06-12,2440.0,2015-06-12,419.0,2015-06-12,419.0,2015-06-12,15.0
2015-06-15,3249.0,2015-06-15,2024.0,2015-06-15,3677.0,2015-06-15,2443.0,2015-06-15,419.0,2015-06-15,419.0,2015-06-15,9.0
2015-06-16,3249.0,2015-06-16,2025.0,2015-06-16,3678.0,2015-06-16,2444.0,2015-06-16,419.0,2015-06-16,419.0,2015-06-16,10.0
2015-06-17,3245.0,2015-06-17,2025.0,2015-06-17,3674.0,2015-06-17,2444.0,2015-06-17,419.0,2015-06-17,419.0,2015-06-17,10.0
2015-06-18,3246.0,2015-06-18,2026.0,2015-06-18,3675.0,2015-06-18,2445.0,2015-06-18,419.0,2015-06-18,419.0,2015-06-18,10.0
2015-06-19,3247.0,2015-06-19,2027.0,2015-06-19,3674.0,2015-06-19,2446.0,2015-06-19,419.0,2015-06-19,419.0,2015-06-19,8.0
2015-06-22,3254.0,2015-06-22,2028.0,2015-06-22,3698.0,2015-06-22,2456.0,2015-06-22,428.0,2015-06-22,428.0,2015-06-22,16.0
2015-06-23,3257.0,2015-06-23,2030.0,2015-06-23,3718.0,2015-06-23,2473.0,2015-06-23,443.0,2015-06-23,443.0,2015-06-23,18.0
2015-06-24,3257.0,2015-06-24,2030.0,2015-06-24,3718.0,2015-06-24,2473.0,2015-06-24,443.0,2015-06-24,443.0,2015-06-24,18.0
2015-06-25,3264.0,2015-06-25,2037.0,2015-06-25,3718.0,2015-06-25,2480.0,2015-06-25,443.0,2015-06-25,443.0,2015-06-25,11.0
2015-06-26,3266.0,2015-06-26,2037.0,2015-06-26,3720.0,2015-06-26,2480.0,2015-06-26,443.0,2015-06-26,443.0,2015-06-26,11.0
2015-06-29,3268.0,2015-06-29,2039.0,2015-06-29,3724.0,2015-06-29,2482.0,2015-06-29,443.0,2015-06-29,443.0,2015-06-29,13.0
2015-06-30,3269.0,2015-06-30,2039.0,2015-06-30,3729.0,2015-06-30,2482.0,2015-06-30,443.0,2015-06-30,443.0,2015-06-30,17.0
2015-07-01,3269.0,2015-07-01,2039.0,2015-07-01,3729.0,2015-07-01,2482.0,2015-07-01,443.0,2015-07-01,443.0,2015-07-01,17.0
2015-07-02,3277.0,2015-07-02,2040.0,2015-07-02,3745.0,2015-07-02,2490.0,2015-07-02,450.0,2015-07-02,450.0,2015-07-02,18.0
2015-07-03,3279.0,2015-07-03,2042.0,2015-07-03,3750.0,2015-07-03,2492.0,2015-07-03,450.0,2015-07-03,450.0,2015-07-03,21.0
2015-07-06,3287.0,2015-07-06,2048.0,2015-07-06,3744.0,2015-07-06,2498.0,2015-07-06,450.0,2015-07-06,450.0,2015-07-06,7.0
2015-07-07,3287.0,2015-07-07,2049.0,2015-07-07,3748.0,2015-07-07,2499.0,2015-07-07,450.0,2015-07-07,450.0,2015-07-07,11.0
2015-07-08,3287.0,2015-07-08,2049.0,2015-07-08,3748.0,2015-07-08,2499.0,2015-07-08,450.0,2015-07-08,450.0,2015-07-08,11.0
2015-07-09,3290.0,2015-07-09,2055.0,2015-07-09,3744.0,2015-07-09,2505.0,2015-07-09,450.0,2015-07-09,450.0,2015-07-09,4.0
2015-07-10,3293.0,2015-07-10,2055.0,2015-07-10,3751.0,2015-07-10,2505.0,2015-07-10,450.0,2015-07-10,450.0,2015-07-10,8.0
2015-07-13,3299.0,2015-07-13,2056.0,2015-07-13,3754.0,2015-07-13,2506.0,2015-07-13,450.0,2015-07-13,450.0,2015-07-13,5.0
2015-07-14,3300.0,2015-07-14,2056.0,2015-07-14,3760.0,2015-07-14,2506.0,2015-07-14,450.0,2015-07-14,450.0,2015-07-14,10.0
2015-07-15,3300.0,2015-07-15,2056.0,2015-07-15,3760.0,2015-07-15,2506.0,2015-07-15,450.0,2015-07-15,450.0,2015-07-15,10.0
2015-07-16,3304.0,2015-07-16,2056.0,2015-07-16,3762.0,2015-07-16,2506.0,2015-07-16,450.0,2015-07-16,450.0,2015-07-16,8.0
2015-07-17,3310.0,2015-07-17,2059.0,2015-07-17,3770.0,2015-07-17,2509.0,2015-07-17,450.0,2015-07-17,450.0,2015-07-17,10.0
2015-07-20,3322.0,2015-07-20,2061.0,2015-07-20,3784.0,2015-07-20,2511.0,2015-07-20,450.0,2015-07-20,450.0,2015-07-20,12.0
2015-07-21,3322.0,2015-07-21,2062.0,2015-07-21,3783.0,2015-07-21,2512.0,2015-07-21,450.0,2015-07-21,450.0,2015-07-21,11.0
2015-07-22,3322.0,2015-07-22,2062.0,2015-07-22,3783.0,2015-07-22,2512.0,2015-07-22,450.0,2015-07-22,450.0,2015-07-22,11.0
2015-07-23,3325.0,2015-07-23,2066.0,2015-07-23,3788.0,2015-07-23,2516.0,2015-07-23,450.0,2015-07-23,450.0,2015-07-23,13.0
2015-07-24,3325.0,2015-07-24,2066.0,2015-07-24,3787.0,2015-07-24,2517.0,2015-07-24,451.0,2015-07-24,451.0,2015-07-24,11.0
2015-07-27,3325.0,2015-07-27,2068.0,2015-07-27,3792.0,2015-07-27,2519.0,2015-07-27,451.0,2015-07-27,451.0,2015-07-27,16.0
2015-07-28,3326.0,2015-07-28,2069.0,2015-07-28,3786.0,2015-07-28,2520.0,2015-07-28,451.0,2015-07-28,451.0,2015-07-28,9.0
2015-07-29,3326.0,2015-07-29,2069.0,2015-07-29,3786.0,2015-07-29,2520.0,2015-07-29,451.0,2015-07-29,451.0,2015-07-29,9.0
2015-07-30,3326.0,2015-07-30,2069.0,2015-07-30,3785.0,2015-07-30,2521.0,2015-07-30,452.0,2015-07-30,452.0,2015-07-30,7.0
2015-07-31,3326.0,2015-07-31,2069.0,2015-07-31,3781.0,2015-07-31,2521.0,2015-07-31,452.0,2015-07-31,452.0,2015-07-31,3.0
2015-08-03,3327.0,2015-08-03,2070.0,2015-08-03,3786.0,2015-08-03,2522.0,2015-08-03,452.0,2015-08-03,452.0,2015-08-03,7.0
2015-08-04,3327.0,2015-08-04,2070.0,2015-08-04,3784.0,2015-08-04,2522.0,2015-08-04,452.0,2015-08-04,452.0,2015-08-04,5.0
2015-08-05,3327.0,2015-08-05,2070.0,2015-08-05,3784.0,2015-08-05,2522.0,2015-08-05,452.0,2015-08-05,452.0,2015-08-05,5.0
2015-08-06,3329.0,2015-08-06,2072.0,2015-08-06,3792.0,2015-08-06,2524.0,2015-08-06,452.0,2015-08-06,452.0,2015-08-06,11.0
2015-08-07,3329.0,2015-08-07,2072.0,2015-08-07,3795.0,2015-08-07,2524.0,2015-08-07,452.0,2015-08-07,452.0,2015-08-07,14.0
2015-08-10,3329.0,2015-08-10,2072.0,2015-08-10,3791.0,2015-08-10,2524.0,2015-08-10,452.0,2015-08-10,452.0,2015-08-10,10.0
2015-08-11,3329.0,2015-08-11,2072.0,2015-08-11,3787.0,2015-08-11,2524.0,2015-08-11,452.0,2015-08-11,452.0,2015-08-11,6.0
2015-08-12,3329.0,2015-08-12,2072.0,2015-08-12,3787.0,2015-08-12,2524.0,2015-08-12,452.0,2015-08-12,452.0,2015-08-12,6.0
2015-08-13,3330.0,2015-08-13,2072.0,2015-08-13,3792.0,2015-08-13,2524.0,2015-08-13,452.0,2015-08-13,452.0,2015-08-13,10.0
2015-08-14,3330.0,2015-08-14,2072.0,2015-08-14,3791.0,2015-08-14,2524.0,2015-08-14,452.0,2015-08-14,452.0,2015-08-14,9.0
2015-08-17,3332.0,2015-08-17,2072.0,2015-08-17,3790.0,2015-08-17,2524.0,2015-08-17,452.0,2015-08-17,452.0,2015-08-17,6.0
2015-08-18,3332.0,2015-08-18,2072.0,2015-08-18,3786.0,2015-08-18,2524.0,2015-08-18,452.0,2015-08-18,452.0,2015-08-18,2.0
2015-08-19,3332.0,2015-08-19,2072.0,2015-08-19,3786.0,2015-08-19,2524.0,2015-08-19,452.0,2015-08-19,452.0,2015-08-19,2.0
2015-08-20,3334.0,2015-08-20,2074.0,2015-08-20,3792.0,2015-08-20,2526.0,2015-08-20,452.0,2015-08-20,452.0,2015-08-20,6.0
2015-08-21,3334.0,2015-08-21,2074.0,2015-08-21,3795.0,2015-08-21,2526.0,2015-08-21,452.0,2015-08-21,452.0,2015-08-21,9.0
2015-08-24,3334.0,2015-08-24,2075.0,2015-08-24,3790.0,2015-08-24,2527.0,2015-08-24,452.0,2015-08-24,452.0,2015-08-24,4.0
2015-08-25,3335.0,2015-08-25,2075.0,2015-08-25,3792.0,2015-08-25,2527.0,2015-08-25,452.0,2015-08-25,452.0,2015-08-25,5.0
2015-08-26,3335.0,2015-08-26,2075.0,2015-08-26,3792.0,2015-08-26,2527.0,2015-08-26,452.0,2015-08-26,452.0,2015-08-26,5.0
2015-08-27,3336.0,2015-08-27,2076.0,2015-08-27,3797.0,2015-08-27,2528.0,2015-08-27,452.0,2015-08-27,452.0,2015-08-27,9.0
2015-08-28,3336.0,2015-08-28,2076.0,2015-08-28,3797.0,2015-08-28,2528.0,2015-08-28,452.0,2015-08-28,452.0,2015-08-28,9.0
2015-08-31,3337.0,2015-08-31,2076.0,2015-08-31,3790.0,2015-08-31,2528.0,2015-08-31,452.0,2015-08-31,452.0,2015-08-31,1.0
2015-09-01,3337.0,2015-09-01,2077.0,2015-09-01,3792.0,2015-09-01,2529.0,2015-09-01,452.0,2015-09-01,452.0,2015-09-01,3.0
2015-09-02,3337.0,2015-09-02,2077.0,2015-09-02,3792.0,2015-09-02,2529.0,2015-09-02,452.0,2015-09-02,452.0,2015-09-02,3.0
2015-09-03,3338.0,2015-09-03,2077.0,2015-09-03,3792.0,2015-09-03,2529.0,2015-09-03,452.0,2015-09-03,452.0,2015-09-03,2.0
2015-09-04,3338.0,2015-09-04,2077.0,2015-09-04,3792.0,2015-09-04,2529.0,2015-09-04,452.0,2015-09-04,452.0,2015-09-04,2.0
2015-09-07,3338.0,2015-09-07,2078.0,2015-09-07,3793.0,2015-09-07,2530.0,2015-09-07,452.0,2015-09-07,452.0,2015-09-07,3.0
2015-09-08,3338.0,2015-09-08,2078.0,2015-09-08,3792.0,2015-09-08,2530.0,2015-09-08,452.0,2015-09-08,452.0,2015-09-08,2.0
2015-09-09,3338.0,2015-09-09,2078.0,2015-09-09,3792.0,2015-09-09,2530.0,2015-09-09,452.0,2015-09-09,452.0,2015-09-09,2.0
2015-09-10,3338.0,2015-09-10,2078.0,2015-09-10,3791.0,2015-09-10,2530.0,2015-09-10,452.0,2015-09-10,452.0,2015-09-10,1.0
2015-09-11,3338.0,2015-09-11,2078.0,2015-09-11,3791.0,2015-09-11,2530.0,2015-09-11,452.0,2015-09-11,452.0,2015-09-11,1.0
2015-09-14,3338.0,2015-09-14,2078.0,2015-09-14,3793.0,2015-09-14,2530.0,2015-09-14,452.0,2015-09-14,452.0,2015-09-14,3.0
2015-09-15,3338.0,2015-09-15,2078.0,2015-09-15,3792.0,2015-09-15,2530.0,2015-09-15,452.0,2015-09-15,452.0,2015-09-15,2.0
2015-09-16,3338.0,2015-09-16,2078.0,2015-09-16,3792.0,2015-09-16,2530.0,2015-09-16,452.0,2015-09-16,452.0,2015-09-16,2.0
2015-09-17,3338.0,2015-09-17,2078.0,2015-09-17,3794.0,2015-09-17,2530.0,2015-09-17,452.0,2015-09-17,452.0,2015-09-17,4.0
2015-09-18,3339.0,2015-09-18,2079.0,2015-09-18,3794.0,2015-09-18,2531.0,2015-09-18,452.0,2015-09-18,452.0,2015-09-18,3.0
2015-09-21,3340.0,2015-09-21,2079.0,2015-09-21,3797.0,2015-09-21,2532.0,2015-09-21,453.0,2015-09-21,453.0,2015-09-21,4.0
2015-09-22,3340.0,2015-09-22,2079.0,2015-09-22,3800.0,2015-09-22,2532.0,2015-09-22,453.0,2015-09-22,453.0,2015-09-22,7.0
2015-09-23,3340.0,2015-09-23,2079.0,2015-09-23,3800.0,2015-09-23,2532.0,2015-09-23,453.0,2015-09-23,453.0,2015-09-23,7.0
2015-09-24,3340.0,2015-09-24,2080.0,2015-09-24,3801.0,2015-09-24,2533.0,2015-09-24,453.0,2015-09-24,453.0,2015-09-24,8.0
2015-09-25,3340.0,2015-09-25,2080.0,2015-09-25,3797.0,2015-09-25,2533.0,2015-09-25,453.0,2015-09-25,453.0,2015-09-25,4.0
2015-09-28,3342.0,2015-09-28,2080.0,2015-09-28,3805.0,2015-09-28,2533.0,2015-09-28,453.0,2015-09-28,453.0,2015-09-28,10.0
2015-09-29,3344.0,2015-09-29,2080.0,2015-09-29,3805.0,2015-09-29,2533.0,2015-09-29,453.0,2015-09-29,453.0,2015-09-29,8.0
2015-09-30,3344.0,2015-09-30,2080.0,2015-09-30,3805.0,2015-09-30,2533.0,2015-09-30,453.0,2015-09-30,453.0,2015-09-30,8.0
2015-10-01,3344.0,2015-10-01,2080.0,2015-10-01,3808.0,2015-10-01,2533.0,2015-10-01,453.0,2015-10-01,453.0,2015-10-01,11.0
2015-10-02,3344.0,2015-10-02,2080.0,2015-10-02,3809.0,2015-10-02,2533.0,2015-10-02,453.0,2015-10-02,453.0,2015-10-02,12.0
2015-10-05,3344.0,2015-10-05,2081.0,2015-10-05,3804.0,2015-10-05,2534.0,2015-10-05,453.0,2015-10-05,453.0,2015-10-05,7.0
2015-10-06,3344.0,2015-10-06,2081.0,2015-10-06,3804.0,2015-10-06,2534.0,2015-10-06,453.0,2015-10-06,453.0,2015-10-06,7.0
2015-10-07,3344.0,2015-10-07,2081.0,2015-10-07,3804.0,2015-10-07,2534.0,2015-10-07,453.0,2015-10-07,453.0,2015-10-07,7.0
2015-10-08,3344.0,2015-10-08,2081.0,2015-10-08,3799.0,2015-10-08,2534.0,2015-10-08,453.0,2015-10-08,453.0,2015-10-08,2.0
2015-10-09,3344.0,2015-10-09,2081.0,2015-10-09,3800.0,2015-10-09,2534.0,2015-10-09,453.0,2015-10-09,453.0,2015-10-09,3.0
2015-10-13,3344.0,2015-10-13,2081.0,2015-10-13,3800.0,2015-10-13,2534.0,2015-10-13,453.0,2015-10-13,453.0,2015-10-13,3.0
2015-10-15,3345.0,2015-10-15,2081.0,2015-10-15,3802.0,2015-10-15,2534.0,2015-10-15,453.0,2015-10-15,453.0,2015-10-15,4.0
2015-10-16,3346.0,2015-10-16,2082.0,2015-10-16,3804.0,2015-10-16,2535.0,2015-10-16,453.0,2015-10-16,453.0,2015-10-16,5.0
2015-10-20,3347.0,2015-10-20,2082.0,2015-10-20,3803.0,2015-10-20,2535.0,2015-10-20,453.0,2015-10-20,453.0,2015-10-20,3.0
2015-10-22,3347.0,2015-10-22,2082.0,2015-10-22,3801.0,2015-10-22,2535.0,2015-10-22,453.0,2015-10-22,453.0,2015-10-22,1.0
2015-10-23,3347.0,2015-10-23,2082.0,2015-10-23,3801.0,2015-10-23,2535.0,2015-10-23,453.0,2015-10-23,453.0,2015-10-23,1.0
2015-10-26,3350.0,2015-10-26,2082.0,2015-10-26,3804.0,2015-10-26,2535.0,2015-10-26,453.0,2015-10-26,453.0,2015-10-26,1.0
2015-10-27,3350.0,2015-10-27,2082.0,2015-10-27,3806.0,2015-10-27,2535.0,2015-10-27,453.0,2015-10-27,453.0,2015-10-27,3.0
2015-10-29,3350.0,2015-10-29,2083.0,2015-10-29,3808.0,2015-10-29,2536.0,2015-10-29,453.0,2015-10-29,453.0,2015-10-29,5.0
2015-10-30,3350.0,2015-10-30,2083.0,2015-10-30,3808.0,2015-10-30,2536.0,2015-10-30,453.0,2015-10-30,453.0,2015-10-30,5.0
2015-11-03,3351.0,2015-11-03,2083.0,2015-11-03,3810.0,2015-11-03,2536.0,2015-11-03,453.0,2015-11-03,453.0,2015-11-03,6.0
2015-11-05,3351.0,2015-11-05,2083.0,2015-11-05,3805.0,2015-11-05,2536.0,2015-11-05,453.0,2015-11-05,453.0,2015-11-05,1.0
2015-11-06,3351.0,2015-11-06,2083.0,2015-11-06,3805.0,2015-11-06,2536.0,2015-11-06,453.0,2015-11-06,453.0,2015-11-06,1.0
2015-11-10,3351.0,2015-11-10,2083.0,2015-11-10,3805.0,2015-11-10,2536.0,2015-11-10,453.0,2015-11-10,453.0,2015-11-10,1.0
2015-11-11,3351.0,2015-11-11,2083.0,2015-11-11,3805.0,2015-11-11,2536.0,2015-11-11,453.0,2015-11-11,453.0,2015-11-11,1.0
2015-11-12,3351.0,2015-11-12,2083.0,2015-11-12,3805.0,2015-11-12,2536.0,2015-11-12,453.0,2015-11-12,453.0,2015-11-12,1.0
2015-11-16,3351.0,2015-11-16,2083.0,2015-11-16,3805.0,2015-11-16,2536.0,2015-11-16,453.0,2015-11-16,453.0,2015-11-16,1.0
2015-11-17,3351.0,2015-11-17,2083.0,2015-11-17,3804.0,2015-11-17,2536.0,2015-11-17,453.0,2015-11-17,453.0,2015-11-17,
2015-11-20,3351.0,2015-11-20,2083.0,2015-11-20,3804.0,2015-11-20,2536.0,2015-11-20,453.0,2015-11-20,453.0,2015-11-20,
2015-11-24,3351.0,2015-11-24,2083.0,2015-11-24,3804.0,2015-11-24,2536.0,2015-11-24,453.0,2015-11-24,453.0,2015-11-24,
2015-11-26,3351.0,2015-11-26,2083.0,2015-11-26,3804.0,2015-11-26,2536.0,2015-11-26,453.0,2015-11-26,453.0,2015-11-26,
2015-12-01,3351.0,2015-12-01,2083.0,2015-12-01,3804.0,2015-12-01,2536.0,2015-12-01,453.0,2015-12-01,453.0,2015-12-01,
2015-12-02,3351.0,2015-12-02,2083.0,2015-12-02,3804.0,2015-12-02,2536.0,2015-12-02,453.0,2015-12-02,453.0,2015-12-02,
2015-12-03,3351.0,2015-12-03,2083.0,2015-12-03,3805.0,2015-12-03,2536.0,2015-12-03,453.0,2015-12-03,453.0,2015-12-03,1.0
2015-12-09,3351.0,2015-12-09,2083.0,2015-12-09,3804.0,2015-12-09,2536.0,2015-12-09,453.0,2015-12-09,453.0,2015-12-09,
2015-12-10,3351.0,2015-12-10,2083.0,2015-12-10,3804.0,2015-12-10,2536.0,2015-12-10,453.0,2015-12-10,453.0,2015-12-10,
2015-12-11,3351.0,2015-12-11,2083.0,2015-12-11,3804.0,2015-12-11,2536.0,2015-12-11,453.0,2015-12-11,453.0,2015-12-11,
2015-12-15,3351.0,2015-12-15,2083.0,2015-12-15,3807.0,2015-12-15,2536.0,2015-12-15,453.0,2015-12-15,453.0,2015-12-15,3.0
2015-12-16,3351.0,2015-12-16,2083.0,2015-12-16,3807.0,2015-12-16,2536.0,2015-12-16,453.0,2015-12-16,453.0,2015-12-16,3.0
2015-12-17,3351.0,2015-12-17,2083.0,2015-12-17,3805.0,2015-12-17,2536.0,2015-12-17,453.0,2015-12-17,453.0,2015-12-17,1.0
2015-12-22,3351.0,2015-12-22,2083.0,2015-12-22,3804.0,2015-12-22,2536.0,2015-12-22,453.0,2015-12-22,453.0,2015-12-22,
2015-12-23,3351.0,2015-12-23,2083.0,2015-12-23,3804.0,2015-12-23,2536.0,2015-12-23,453.0,2015-12-23,453.0,2015-12-23,
2015-12-29,3351.0,2015-12-29,2083.0,2015-12-29,3804.0,2015-12-29,2536.0,2015-12-29,453.0,2015-12-29,453.0,2015-12-29,
